./card_dataset_resized/IMG_6001.JPG,223,212,273,273,card
./card_dataset_resized/IMG_6001.JPG,164,296,218,349,card
./card_dataset_resized/IMG_6001.JPG,486,305,536,366,card
./card_dataset_resized/IMG_6002.JPG,505,102,553,171,card
./card_dataset_resized/IMG_6002.JPG,607,378,649,444,card
./card_dataset_resized/IMG_6002.JPG,338,117,374,182,card
./card_dataset_resized/IMG_6002.JPG,195,189,236,248,card
./card_dataset_resized/IMG_6002.JPG,107,274,154,321,card
./card_dataset_resized/IMG_6002.JPG,54,377,104,418,card
./card_dataset_resized/IMG_6003.JPG,583,139,628,190,card
./card_dataset_resized/IMG_6003.JPG,659,384,704,449,card
./card_dataset_resized/IMG_6003.JPG,434,121,458,174,card
./card_dataset_resized/IMG_6003.JPG,285,152,317,207,card
./card_dataset_resized/IMG_6003.JPG,171,209,213,263,card
./card_dataset_resized/IMG_6003.JPG,73,303,114,350,card
./card_dataset_resized/IMG_6005.JPG,175,497,214,519,card
./card_dataset_resized/IMG_6005.JPG,193,418,234,444,card
./card_dataset_resized/IMG_6005.JPG,262,374,305,400,card
./card_dataset_resized/IMG_6005.JPG,279,269,324,294,card
./card_dataset_resized/IMG_6005.JPG,455,168,509,191,card
./card_dataset_resized/IMG_6005.JPG,217,148,266,173,card
./card_dataset_resized/IMG_6005.JPG,405,81,455,109,card
./card_dataset_resized/IMG_6006.JPG,184,502,232,527,card
./card_dataset_resized/IMG_6006.JPG,219,419,269,448,card
./card_dataset_resized/IMG_6006.JPG,310,381,354,410,card
./card_dataset_resized/IMG_6006.JPG,343,282,387,306,card
./card_dataset_resized/IMG_6006.JPG,534,213,580,237,card
./card_dataset_resized/IMG_6006.JPG,291,153,338,186,card
./card_dataset_resized/IMG_6006.JPG,493,127,540,160,card
./card_dataset_resized/IMG_6007.JPG,452,102,492,160,card
./card_dataset_resized/IMG_6007.JPG,679,217,729,276,card
./card_dataset_resized/IMG_6007.JPG,416,277,458,325,card
./card_dataset_resized/IMG_6007.JPG,313,360,355,409,card
./card_dataset_resized/IMG_6007.JPG,185,336,228,389,card
./card_dataset_resized/IMG_6007.JPG,80,398,129,444,card
./card_dataset_resized/IMG_6007.JPG,663,338,711,389,card
./card_dataset_resized/IMG_6008.JPG,458,116,493,157,card
./card_dataset_resized/IMG_6008.JPG,666,177,714,220,card
./card_dataset_resized/IMG_6008.JPG,429,242,466,283,card
./card_dataset_resized/IMG_6008.JPG,660,276,711,320,card
./card_dataset_resized/IMG_6008.JPG,337,312,375,355,card
./card_dataset_resized/IMG_6008.JPG,239,299,273,343,card
./card_dataset_resized/IMG_6008.JPG,153,357,190,397,card
./card_dataset_resized/IMG_6009.JPG,313,198,358,251,card
./card_dataset_resized/IMG_6009.JPG,587,271,642,330,card
./card_dataset_resized/IMG_6009.JPG,229,271,276,320,card
./card_dataset_resized/IMG_6009.JPG,161,356,205,409,card
./card_dataset_resized/IMG_6010.JPG,267,109,309,167,card
./card_dataset_resized/IMG_6010.JPG,525,212,575,271,card
./card_dataset_resized/IMG_6010.JPG,168,170,206,219,card
./card_dataset_resized/IMG_6010.JPG,71,242,114,301,card
./card_dataset_resized/IMG_6011.JPG,317,233,375,282,card
./card_dataset_resized/IMG_6011.JPG,601,271,657,329,card
./card_dataset_resized/IMG_6011.JPG,264,314,316,353,card
./card_dataset_resized/IMG_6011.JPG,227,390,278,429,card
./card_dataset_resized/IMG_6012.JPG,366,150,401,226,card
./card_dataset_resized/IMG_6012.JPG,568,374,607,450,card
./card_dataset_resized/IMG_6012.JPG,243,192,278,262,card
./card_dataset_resized/IMG_6013.JPG,202,306,284,349,card
./card_dataset_resized/IMG_6013.JPG,535,204,620,253,card
./card_dataset_resized/IMG_6013.JPG,198,440,272,478,card
./card_dataset_resized/IMG_6014.JPG,220,197,302,251,card
./card_dataset_resized/IMG_6014.JPG,554,142,631,187,card
./card_dataset_resized/IMG_6014.JPG,184,349,261,397,card
./card_dataset_resized/IMG_6015.JPG,329,237,398,295,card
./card_dataset_resized/IMG_6015.JPG,653,273,714,329,card
./card_dataset_resized/IMG_6015.JPG,254,363,319,412,card
./card_dataset_resized/IMG_6016.JPG,62,191,96,267,card
./card_dataset_resized/IMG_6016.JPG,263,389,296,466,card
./card_dataset_resized/IMG_6016.JPG,247,179,292,245,card
./card_dataset_resized/IMG_6016.JPG,548,57,579,126,card
./card_dataset_resized/IMG_6016.JPG,725,294,763,369,card
./card_dataset_resized/IMG_6017.JPG,59,163,91,226,card
./card_dataset_resized/IMG_6017.JPG,228,322,254,383,card
./card_dataset_resized/IMG_6017.JPG,208,150,251,207,card
./card_dataset_resized/IMG_6017.JPG,596,244,621,306,card
./card_dataset_resized/IMG_6017.JPG,460,47,488,109,card
./card_dataset_resized/IMG_6018.JPG,266,145,309,195,card
./card_dataset_resized/IMG_6018.JPG,512,215,560,271,card
./card_dataset_resized/IMG_6018.JPG,220,283,262,339,card
./card_dataset_resized/IMG_6018.JPG,452,357,500,420,card
./card_dataset_resized/IMG_6018.JPG,59,430,105,462,card
./card_dataset_resized/IMG_6018.JPG,681,392,733,459,card
./card_dataset_resized/IMG_6019.JPG,256,109,289,179,card
./card_dataset_resized/IMG_6019.JPG,434,339,468,408,card
./card_dataset_resized/IMG_6019.JPG,108,209,137,286,card
./card_dataset_resized/IMG_6019.JPG,298,439,330,515,card
./card_dataset_resized/IMG_6020.JPG,254,360,320,385,card
./card_dataset_resized/IMG_6020.JPG,488,169,574,199,card
./card_dataset_resized/IMG_6020.JPG,205,415,272,455,card
./card_dataset_resized/IMG_6021.JPG,463,195,525,221,card
./card_dataset_resized/IMG_6021.JPG,314,325,363,347,card
./card_dataset_resized/IMG_6021.JPG,284,368,332,393,card
./card_dataset_resized/IMG_6022.JPG,392,185,449,215,card
./card_dataset_resized/IMG_6022.JPG,230,344,282,367,card
./card_dataset_resized/IMG_6022.JPG,198,394,249,419,card
./card_dataset_resized/IMG_6023.JPG,257,197,345,261,card
./card_dataset_resized/IMG_6023.JPG,641,148,743,217,card
./card_dataset_resized/IMG_6023.JPG,172,404,249,447,card
./card_dataset_resized/IMG_6024.JPG,252,192,318,243,card
./card_dataset_resized/IMG_6024.JPG,569,180,645,229,card
./card_dataset_resized/IMG_6024.JPG,131,354,192,401,card
./card_dataset_resized/IMG_6025.JPG,225,274,305,335,card
./card_dataset_resized/IMG_6025.JPG,561,264,634,321,card
./card_dataset_resized/IMG_6025.JPG,126,454,195,493,card
./card_dataset_resized/IMG_6026.JPG,145,219,217,265,card
./card_dataset_resized/IMG_6026.JPG,455,118,545,176,card
./card_dataset_resized/IMG_6026.JPG,351,385,424,430,card
./card_dataset_resized/IMG_6026.JPG,105,445,169,480,card
./card_dataset_resized/IMG_6027.JPG,328,188,393,235,card
./card_dataset_resized/IMG_6027.JPG,604,154,670,197,card
./card_dataset_resized/IMG_6027.JPG,205,397,267,436,card
./card_dataset_resized/IMG_6027.JPG,482,353,544,394,card
./card_dataset_resized/IMG_6028.JPG,429,178,462,257,card
./card_dataset_resized/IMG_6028.JPG,661,426,699,513,card
./card_dataset_resized/IMG_6028.JPG,373,433,408,521,card
./card_dataset_resized/IMG_6028.JPG,148,201,182,276,card
./card_dataset_resized/IMG_6030.JPG,555,72,587,139,card
./card_dataset_resized/IMG_6030.JPG,728,324,762,403,card
./card_dataset_resized/IMG_6030.JPG,446,116,478,176,card
./card_dataset_resized/IMG_6030.JPG,399,83,431,146,card
./card_dataset_resized/IMG_6030.JPG,268,139,310,203,card
./card_dataset_resized/IMG_6030.JPG,78,276,134,338,card
./card_dataset_resized/IMG_6031.JPG,493,176,527,254,card
./card_dataset_resized/IMG_6031.JPG,661,410,687,479,card
./card_dataset_resized/IMG_6031.JPG,381,243,418,309,card
./card_dataset_resized/IMG_6031.JPG,328,212,362,280,card
./card_dataset_resized/IMG_6031.JPG,207,285,256,347,card
./card_dataset_resized/IMG_6031.JPG,88,427,152,472,card
./card_dataset_resized/IMG_6032.JPG,428,169,454,224,card
./card_dataset_resized/IMG_6032.JPG,590,327,620,388,card
./card_dataset_resized/IMG_6032.JPG,367,231,393,278,card
./card_dataset_resized/IMG_6032.JPG,335,214,360,266,card
./card_dataset_resized/IMG_6032.JPG,278,286,307,326,card
./card_dataset_resized/IMG_6032.JPG,216,401,254,436,card
./card_dataset_resized/IMG_6035.JPG,108,386,193,426,card
./card_dataset_resized/IMG_6035.JPG,335,418,417,449,card
./card_dataset_resized/IMG_6035.JPG,217,422,290,453,card
./card_dataset_resized/IMG_6035.JPG,563,184,639,218,card
./card_dataset_resized/IMG_6036.JPG,178,351,203,404,card
./card_dataset_resized/IMG_6036.JPG,240,303,270,345,card
./card_dataset_resized/IMG_6036.JPG,321,311,356,353,card
./card_dataset_resized/IMG_6036.JPG,407,227,445,273,card
./card_dataset_resized/IMG_6036.JPG,657,248,717,298,card
./card_dataset_resized/IMG_6036.JPG,446,82,482,128,card
./card_dataset_resized/IMG_6036.JPG,673,121,727,174,card
./card_dataset_resized/IMG_6037.JPG,67,203,99,264,card
./card_dataset_resized/IMG_6037.JPG,173,426,210,486,card
./card_dataset_resized/IMG_6037.JPG,157,130,187,189,card
./card_dataset_resized/IMG_6037.JPG,307,329,331,388,card
./card_dataset_resized/IMG_6037.JPG,431,336,454,392,card
./card_dataset_resized/IMG_6037.JPG,499,425,525,475,card
./card_dataset_resized/IMG_6037.JPG,596,435,621,491,card
./card_dataset_resized/IMG_6038.JPG,101,194,139,264,card
./card_dataset_resized/IMG_6038.JPG,198,453,235,516,card
./card_dataset_resized/IMG_6038.JPG,207,117,237,183,card
./card_dataset_resized/IMG_6038.JPG,352,357,382,421,card
./card_dataset_resized/IMG_6038.JPG,493,377,523,435,card
./card_dataset_resized/IMG_6038.JPG,566,483,595,543,card
./card_dataset_resized/IMG_6038.JPG,687,510,710,571,card
./card_dataset_resized/IMG_6039.JPG,38,195,80,258,card
./card_dataset_resized/IMG_6039.JPG,278,343,322,410,card
./card_dataset_resized/IMG_6039.JPG,328,344,366,408,card
./card_dataset_resized/IMG_6039.JPG,397,321,437,388,card
